City,Hotel_Name,Number_of_Reviews,Neighborhood,Distance_from_Center,Description,Facilities,Address,Latitude,Longitude,Hotel_URL,City_ID,Clean_Rate
Avignon,Garlande Hôtel Avignon Centre,703,"Avignon City Centre, Avignon",150 m from downtown,"Featuring free WiFi, Garlande Hôtel Avignon Center offers accommodations set on a pedestrian street in Avignon, 1640 feet from Papal Palace and 2953 feet from Pont d'Avignon.

Each room is fitted with a flat-screen TV and a bath or shower. Certain rooms feature a seating area where you can relax.

Breakfast is available at the property for an additional charge. Evening meals can be served from Monday to Thursday if you reserve 24 hours in advance.

The property is a 10-minute walk from Avignon Central Station and Avignon - Caumont Airport is a 20-minute drive away.","Free Wifi, Non-smoking rooms, Facilities for disabled guests, Airport shuttle, Very Good Breakfast","Avignon City Centre, Avignon",43.947618,4.806804,https://www.booking.com/hotel/fr/de-garlande.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9hdmlnbm9uSDNYBGhNiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALnjf7EBsACAdICJDZmMTI3OWY2LThkYzctNGY5Zi1iMjJhLWM1ZjdiZDg5MDNkMNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=4bad8733144701d2&srepoch=1755285395&from=searchresults,82,8.9
Carcassonne,Audotel,1858,Carcassonne,4.8 km from downtown,"Audotel is located in Carcassonne, within 2.5 mi from Carcassonne's Medieval City and The Canal du Midi. Free WiFi is available throughout.

The rooms will provide you with a flat-screen TV and a desk. There is a private bathroom with a shower and a toilet. Rooms with disabled access are available.

Each morning, guests can enjoy a buffet breakfast served in the hotel's dining room. with extra fees.

The closest exit to the hotel is exit 24 off of the A61 motorway, which is just a 3-minute drive from the property outside of rush hour. The property offers free parking.","Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Terrace, Very Good Breakfast",Carcassonne,43.205289,2.407655,https://www.booking.com/hotel/fr/ptit-dej-audotel.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285406&from=searchresults,147,8.1
Carcassonne,Hôtel La Bastide Saint Martin,601,Carcassonne,4.1 km from downtown,"La Bastide Saint Martin is set 3.1 mi from the center and the fortified city of Carcassonne and the Canal du Midi and offers free WiFi access and air-conditioned rooms. Guests are free to relax by the seasonal  outdoor pool or in the surrounding garden.

Views of the garden or swimming pool are offered in all guest rooms at La Bastide Saint Martin. Each room with attached bathroom is air-conditioned and features a flat-screen TV, and some rooms provide direct access to the swimming pool.

Breakfast is served at the property every morning.

Free secure parking is available on site and the Carcassonne Train Station is 1.9 mi away. The hotel is 1.9 mi from the Fresquel Aqueduct and 21 mi from the city of Limoux.","Outdoor swimming pool, Free parking, Free Wifi, Non-smoking rooms, BBQ facilities, Terrace, Bar, Exceptional Breakfast",Carcassonne,43.227147,2.3964,https://www.booking.com/hotel/fr/hostellerie-saint-martin-carcassonne.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285424&from=searchresults,147,9.1
Carcassonne,Hôtel De L'octroi,1683,Carcassonne,1.6 km from downtown,"Hôtel De L'octroi is located 492 feet from the entrance to the medieval city of Carcassonne. It offers modern rooms with free WiFi.

Each guest room at the Hôtel de l’Octroi is soundproofed and air conditioned. They are all equipped with a flat-screen TV, a telephone and a private bathroom.

Facilities at the Hôtel de l’Octroi include a bar and an outdoor terrace. There is also an outdoor swimming pool which is open from Easter until the end of October until 20:30 each evening. The Gemology SPA is 492 feet away and offers a hammam, hot tub and massages, at a surcharge.

Snacking options are available.

L’Octroi is a 10-minute walk from the Basilica of Saint Nazaire and Saint Celse and Carcassonne Cathedral is a 20-minute walk away. Private parking is available with an extra cost. Carcassonne Train Station is an 8-minute drive away.","Outdoor swimming pool, Private Parking, Spa, Free Wifi, Family rooms, Non-smoking rooms, Room service, Terrace, Bar, Very Good Breakfast",Carcassonne,43.208957,2.368439,https://www.booking.com/hotel/fr/de-l-octroi.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285431&from=searchresults,147,8.3
Carcassonne,Comfort Aparthotel Carcassonne,3021,Carcassonne,1.9 km from downtown,"Comfort Aparthotel Carcassonne is 2.5 mi from the center of the walled city. It features apartments and studios with kitchenettes and an outdoor swimming pool. Free WiFi is available throughout.

The accommodations at Comfort Aparthotel Carcassonne is air-conditioned and serviced by a elevator. It features an LCD TV, a work desk and a private bathroom. Hairdryers are provided at the reception upon request.

Meals prepared in the kitchenette can be eaten in the dining area. Each one is fully equipped with a dishwasher, microwave and coffee maker. Alternatively, the residence offers a buffet breakfast. Meals can also be enjoyed at one of the property's partner restaurants, located within walking distance. Packed lunches are available upon request and can be enjoyed in the guest's room.

The residence can be easily accessed from the A61, which is just 8 minutes away. Carcassonne Train Station is a 5-minute drive away and free private parking is available on site.

It features apartments and studios with kitchenettes and an outdoor swimming pool (l 10* L 5mt).

Our reception is not open 24 hours a day, it is imperative to contact the reception during opening hours to find out what to do in case of arrival after closing.","Outdoor swimming pool, Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Terrace, Good Breakfast",Carcassonne,43.228292,2.360187,https://www.booking.com/hotel/fr/appart-city-cap-affaires-carcassonne.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285437&from_sustainable_property_sr=1&from=searchresults,147,7.7
Carcassonne,Kyriad Carcassonne - Aéroport,2173,Carcassonne,3 km from downtown,"Located in Carcassonne, 2.4 miles from Perpignan IUT University - Carcassonne Campus, Kyriad Carcassonne - Aéroport provides accommodations with a seasonal outdoor swimming pool, free private parking, a garden and a terrace. Featuring a restaurant, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. Guests can use a bar.

At the hotel, all rooms come with a desk. All guest rooms in Kyriad Carcassonne - Aéroport are equipped with a flat-screen TV and a hairdryer.

Guests at the accommodation can enjoy a buffet or a continental breakfast.

Speaking English, Spanish and French at the reception, staff will be happy to provide guests with practical information on the area.

Carcassonne Cathedral is 2.9 miles from Kyriad Carcassonne - Aéroport, while Carcassonne Golf Course is 3 miles away. Carcassonne Airport is 1.2 miles from the property.","Outdoor swimming pool, Free parking, Spa, Free Wifi, Family rooms, Restaurant, Non-smoking rooms, Tea/Coffee Maker in All Rooms, Bar, Very Good Breakfast",Carcassonne,43.207958,2.312631,https://www.booking.com/hotel/fr/kyriad-carcassonne-ouest-la-cita-c-xml.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285443&from=searchresults,147,8.0
Carcassonne,Hotel Espace Cite,3680,Carcassonne,1.6 km from downtown,"Hotel Espace Cite is just 656 feet from the medieval city center of Carcassonne, and 1640 feet from the Midi canal, both listed sites of UNESCO's world patrimony. This hotel offers free WiFi access.

Each air-conditioned room is equipped with a flat-screen TV and has a private bathroom with a shower.

A buffet breakfast is served daily in the hotel's breakfast room or on the terrace weather permitting, which has views of the medieval city. Please note that Breakfast room is on the 1st floor, no elevator available.

According to availability, the hotel provides private parking in an underground garage at an extra cost.

Carcassonne Train Station is 1.6 mi away.

We accept your pets, with an additional charge of €12.00 per day","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Terrace, Wonderful Breakfast",Carcassonne,43.208355,2.36776,https://www.booking.com/hotel/fr/inter-espace-cite.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285449&from=searchresults,147,8.5
Carcassonne,GOOD KNIGHT,2969,Carcassonne,1.6 km from downtown,"Elegant Accommodations: GOOD KNIGHT in Carcassonne offers a hotel with a garden and terrace. Guests enjoy free WiFi, air-conditioning, private bathrooms, and TVs.

Comfortable Amenities: The property features private and express check-in and check-out services, a coffee shop, bicycle parking, and free private parking.

Prime Location: Located 3.1 mi from Carcassonne Airport, the hotel is a short walk from Comtal Castle and near Memorial House (1.2 mi) and Carcassonne Cathedral (18-minute walk).

Guest Favorites: Guests appreciate the castles, sightseeing, and scenic views.","Free parking, Free Wifi, Non-smoking rooms, Terrace, Good Breakfast",Carcassonne,43.207746,2.366914,https://www.booking.com/hotel/fr/good-knight.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285456&from=searchresults,147,8.8
Carcassonne,ibis budget Carcassonne La Cité,4690,Carcassonne,2.5 km from downtown,"Ibis budget Carcassonne La Cité is located in Carcassonne, a 15-minute walk from the medieval city and 1.2 mi from the city center.

It features modern, functional decor and free WiFi. All the rooms are fully equipped with private bathrooms and satellite TV.

A continental breakfast buffet is available. Carcassonne offers an array of restaurants, bars and grocery shops.

Carcassonne Airport is just a 15-minute drive from the hotel and the train station is only 10 minutes away. Free private parking is available onsite.","Free parking, Free Wifi, Non-smoking rooms, 24-hour front desk, Terrace, Good Breakfast",Carcassonne,43.207655,2.378808,https://www.booking.com/hotel/fr/ibis-budget-carcassonne-la-cite.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285462&from=searchresults,147,7.8
Carcassonne,Hôtel Le Donjon - Cœur de La Cité Médiévale,2698,"Carcassonne's Medieval City, Carcassonne",1.4 km from downtown,"Located in the heart of the medieval city of Carcassonne, Hôtel Le Donjon - Cœur de La Cité Médiévale is surrounded by the city’s ancient ramparts. The hotel features a restaurant and bar. It is divided into 2 buildings. Free WiFi is provided throughout.

With views of street or the garden, the rooms are individually decorated and include a flat-screen TV. They overlook either the citadel or the hotel’s garden.

A buffet breakfast is served each morning at the hotel. Le Donjon’s restaurant serves traditional French cuisine and there is also a cocktail bar where guests are invited to relax in the evening.

The hotel has a 24-hour reception and room service is available upon request. A dry-cleaning and laundry service is also provided at the hotel.

Le Donjon is located 1.5 mi from Carcassonne Train Station. The Basilica of Saint-Nazaire is a 2-minute walk from the hotel and the Château Comtal is less than 328 feet away.","Private Parking, Free Wifi, Family rooms, Restaurant, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Room service, Bar, Wonderful Breakfast","Carcassonne's Medieval City, Carcassonne",43.206464,2.363634,https://www.booking.com/hotel/fr/ledonjon.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285467&from=searchresults,147,8.4
Carcassonne,Hôtel l'Aragon,3049,Carcassonne,1.6 km from downtown,"Located just 164 feet from the historic center of Carcassone in the Aude region, Hôtel l'Aragon features free WiFi throughout the property. Free private parking is available on site, and you will find a 24-hour front desk at the property.

Guest rooms at Aragon are equipped with air conditioning, satellite flat-screen TV, and a private bathroom with free toiletries and a hairdryer.

Buffet breakfast is served every morning at Hôtel l'Aragon. Guests can relax in the lounge or on the terrace, weather permitting.

Basilique Saint-Nazaire is 9 minutes' walk from the hotel, and Château Comtal is 5 minutes' walk away.","Outdoor swimming pool, Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Terrace, Excellent Breakfast",Carcassonne,43.207799,2.367347,https://www.booking.com/hotel/fr/l-aragon.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285474&from=searchresults,147,8.5
Carcassonne,ibis Styles Carcassonne La Cité,2874,Carcassonne,2 km from downtown,"ibis Styles Carcassonne La Cité is located just 2297 feet from the medieval city of Carcassonne. It features a restaurant, an outdoor swimming pool, a fitness room and free private parking. Free WiFi is included.

The rooms and studios at ibis Styles Carcassonne La Cité are all air-conditioned and equipped with a TV and a private bathroom with a shower or a bath. They are all accessible by elevator and some are adapted for disabled guests.

A daily breakfast is served in the dining room, which offers views of the swimming pool and the city's roof tops. Tea and coffee can be enjoyed anytime during the day in the hotel hall.

ibis Styles Carcassonne La Cité is a 15-minute walk from the Basilica of Saint-Nazaire and Saint Celse. Carcassonne Train Station is 1.6 mi away.","Outdoor swimming pool, Free parking, Free Wifi, Family rooms, Restaurant, Non-smoking rooms, Fitness center, Facilities for disabled guests, Bar, Very Good Breakfast",Carcassonne,43.207584,2.372714,https://www.booking.com/hotel/fr/inter-les-oliviers.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285480&from_sustainable_property_sr=1&from=searchresults,147,8.5
